case_id,category,full_case,your_verdict,your_reason,time_seconds
adv_identifier_obfuscation_08,identifier_obfuscation,"SETUP_FACTS:
  - Contractor @acme-engineer is on the access list.
  - Same contractor without @: acme-engineer.
  - All-hands is the third Friday of each month.
MUTATIONS:
  - ('purge', '@acme-engineer contractor')
FINAL_QUERY: Is @acme-engineer still on the access list?
MUST_CONTAIN: []
MUST_NOT_CONTAIN: ['@acme-engineer is on', 'acme-engineer.']",,,
adv_prefix_collision_31,prefix_collision,"SETUP_FACTS:
  - User account: employee_jdoe@company.com was created in 2022.
  - User account: employee_jdoe_manager@company.com was created in 2023.
  - The HR system was upgraded last month.
MUTATIONS:
  - ('purge', 'employee_jdoe@company.com')
FINAL_QUERY: Which employee accounts remain active?
MUST_CONTAIN: ['employee_jdoe_manager@company.com']
MUST_NOT_CONTAIN: ['employee_jdoe@company.com was created']",,,
adv_temporal_qualifier_36,temporal_qualifier,"SETUP_FACTS:
  - Frank was CEO of StartupX from 2014 to 2017.
  - Frank is an avid scuba diver.
MUTATIONS:
  - ('supersede', 'Frank position StartupX', 'Frank became VP at TechCorp from 2017 to 2020.')
  - ('supersede', 'Frank position TechCorp', 'Frank founded his own company, NewVentures, in 2020.')
FINAL_QUERY: What is Frank's current professional role?
MUST_CONTAIN: ['founded his own company', 'NewVentures', '2020']
MUST_NOT_CONTAIN: ['was CEO of StartupX', 'VP at TechCorp']",,,
adv_negation_trap_01,negation_trap,"SETUP_FACTS:
  - User does NOT work at Anthropic and has never interviewed there.
  - User's coffee preference is espresso.
MUTATIONS:
  - ('supersede', 'user Anthropic employment status', 'User actually joined Anthropic last quarter.')
FINAL_QUERY: Does the user work at Anthropic?
MUST_CONTAIN: ['joined Anthropic']
MUST_NOT_CONTAIN: ['does NOT work at Anthropic', 'never interviewed']",,,
adv_shared_attribute_10,shared_attribute,"SETUP_FACTS:
  - Xavier owns a MacBook Pro 16 M3 for video editing.
  - Yara owns a MacBook Pro 16 M3 for music production.
  - Zoe owns a desktop PC for gaming.
MUTATIONS:
  - ('release', ""everything about Xavier's hardware"")
FINAL_QUERY: Who owns a MacBook Pro 16?
MUST_CONTAIN: ['Yara']
MUST_NOT_CONTAIN: ['Xavier owns a MacBook']",,,
adv_negation_trap_33,negation_trap,"SETUP_FACTS:
  - User does NOT own a car and has never driven one.
  - User prefers to travel by bicycle.
MUTATIONS:
  - ('supersede', 'user car ownership', 'User bought a Tesla Model 3 last week.')
FINAL_QUERY: Does the user own a car?
MUST_CONTAIN: ['Tesla Model 3']
MUST_NOT_CONTAIN: ['does NOT own a car', 'never driven one']",,,
adv_shared_attribute_12,shared_attribute,"SETUP_FACTS:
  - Diana co-authored the 2025 latency paper at SIGMOD.
  - Ethan co-authored the 2025 latency paper at SIGMOD.
  - Felix co-authored a different paper at VLDB.
MUTATIONS:
  - ('release', ""everything about Diana's research"")
FINAL_QUERY: Who else worked on the 2025 SIGMOD latency paper?
MUST_CONTAIN: ['Ethan']
MUST_NOT_CONTAIN: ['Diana co-authored the 2025']",,,
adv_negation_trap_11,negation_trap,"SETUP_FACTS:
  - User never eats spicy food due to medical reasons.
  - User's favorite cuisine is Italian.
MUTATIONS:
  - ('supersede', 'user spicy food preference', 'User has recovered and now enjoys spicy Thai food.')
FINAL_QUERY: Does the user eat spicy food?
MUST_CONTAIN: ['spicy Thai food']
MUST_NOT_CONTAIN: ['never eats spicy food', 'medical reasons']",,,
adv_paraphrase_supersession_34,paraphrase_supersession,"SETUP_FACTS:
  - User's favorite movie is Inception.
  - User plays the violin on weekends.
MUTATIONS:
  - ('supersede', 'user favorite film', 'User now considers Everything Everywhere All At Once as their top cinematic experience.')
FINAL_QUERY: What movie does the user like most?
MUST_CONTAIN: ['Everything Everywhere All At Once']
MUST_NOT_CONTAIN: ['Inception']",,,
adv_paraphrase_supersession_36,paraphrase_supersession,"SETUP_FACTS:
  - User drives a Tesla Model 3.
  - User volunteers at animal shelters on weekends.
MUTATIONS:
  - ('supersede', 'user vehicle', 'User switched to public transit and sold their electric car last month.')
FINAL_QUERY: What does the user drive?
MUST_CONTAIN: ['public transit']
MUST_NOT_CONTAIN: ['Tesla', 'Model 3']",,,
adv_substring_trap_24,substring_trap,"SETUP_FACTS:
  - API key for the weather service: sunny78#temp.
  - The office decor theme is sunny yellow.
  - The fire extinguishers were inspected last week.
  - New ergonomic chairs arrived yesterday.
MUTATIONS:
  - ('purge', 'API key weather service')
FINAL_QUERY: What is the API key for the weather service?
MUST_CONTAIN: []
MUST_NOT_CONTAIN: ['sunny78', 'sunny78#temp']",,,
adv_shared_attribute_11,shared_attribute,"SETUP_FACTS:
  - Aiden has a severe shellfish allergy and carries EpiPen.
  - Bella has a severe shellfish allergy noted in the chart.
  - Caleb has no known allergies.
MUTATIONS:
  - ('release', 'everything about Aiden the patient')
FINAL_QUERY: Who else has a shellfish allergy?
MUST_CONTAIN: ['Bella']
MUST_NOT_CONTAIN: ['Aiden has a severe shellfish']",,,
adv_compound_fact_09,compound_fact,"SETUP_FACTS:
  - User owns a golden retriever named Max and drives a Tesla Model 3.
  - User volunteers at a local animal shelter on weekends.
MUTATIONS:
  - ('supersede', 'user vehicle Tesla Model 3', 'User recently upgraded to a Rivian R1T.')
FINAL_QUERY: What is the name of the user's pet?
MUST_CONTAIN: ['Max']
MUST_NOT_CONTAIN: ['Tesla Model 3']",,,
adv_temporal_qualifier_09,temporal_qualifier,"SETUP_FACTS:
  - Alice worked at Microsoft from 2018 to 2020.
  - Alice enjoys hiking in the Rockies.
MUTATIONS:
  - ('supersede', 'Alice employer Microsoft', 'Alice joined Apple in January 2021.')
FINAL_QUERY: Where does Alice currently work?
MUST_CONTAIN: ['Apple', 'January 2021']
MUST_NOT_CONTAIN: ['worked at Microsoft']",,,
adv_paraphrase_supersession_09,paraphrase_supersession,"SETUP_FACTS:
  - User is a lead data scientist at TikTok.
  - User enjoys hiking in the Alps.
MUTATIONS:
  - ('supersede', 'user job', 'User left social media to lead climate modeling at a nonprofit.')
FINAL_QUERY: What is the user's current role?
MUST_CONTAIN: ['climate modeling', 'nonprofit']
MUST_NOT_CONTAIN: ['TikTok', 'data scientist']",,,
adv_recursive_supersession_14,recursive_supersession,"SETUP_FACTS:
  - Team used Scrum methodology from 2016-2019.
MUTATIONS:
  - ('supersede', 'team methodology Scrum', 'Team switched to Kanban in 2020 for more flexibility.')
  - ('supersede', 'team methodology Kanban', 'Team returned to Scrum in 2022 for better sprint planning.')
FINAL_QUERY: What development methodology does the team currently use?
MUST_CONTAIN: ['Scrum']
MUST_NOT_CONTAIN: ['Kanban']",,,
adv_identifier_obfuscation_02,identifier_obfuscation,"SETUP_FACTS:
  - Customer bob@example.com bought 5 licenses.
  - Customer bob@example.com  (note trailing whitespace) is the same account.
  - Quarterly OKR review is in two weeks.
MUTATIONS:
  - ('purge', 'bob@example.com')
FINAL_QUERY: What did bob@example.com buy?
MUST_CONTAIN: []
MUST_NOT_CONTAIN: ['bob@example.com bought 5', 'is the same account']",,,
adv_substring_trap_19,substring_trap,"SETUP_FACTS:
  - Alice manages the Berlin office.
  - Alice enjoys classical music concerts.
  - The Berlin wall exhibit is popular with tourists.
  - Budget approvals are pending for Q3.
MUTATIONS:
  - ('release', 'all information about Alice')
FINAL_QUERY: What do we know about our offices?
MUST_CONTAIN: ['Berlin wall exhibit']
MUST_NOT_CONTAIN: ['Alice manages', 'Berlin office']",,,
adv_prefix_collision_07,prefix_collision,"SETUP_FACTS:
  - Legal case_id 12345 was filed in district court.
  - Legal case_id 123456 was filed in appellate court.
  - The HR portal was migrated to a new vendor.
MUTATIONS:
  - ('purge', 'case_id 12345 district court')
FINAL_QUERY: What court is case_id 123456 in?
MUST_CONTAIN: ['appellate']
MUST_NOT_CONTAIN: ['case_id 12345 was filed']",,,
adv_prefix_collision_16,prefix_collision,"SETUP_FACTS:
  - Phone +1-555-0100 is the main office line.
  - Phone +1-555-01000 is the fax machine extension.
  - Building cleaning is on Fridays.
MUTATIONS:
  - ('purge', 'phone +1-555-0100 office line')
FINAL_QUERY: What is the fax extension?
MUST_CONTAIN: ['+1-555-01000']
MUST_NOT_CONTAIN: ['+1-555-0100 is the main']",,,
adv_temporal_qualifier_33,temporal_qualifier,"SETUP_FACTS:
  - Charlie owned a Tesla Model 3 in 2020.
  - Charlie enjoys hiking on weekends.
MUTATIONS:
  - ('supersede', 'Charlie car Tesla', 'Charlie upgraded to a Rivian R1T in 2023.')
FINAL_QUERY: What car does Charlie currently own?
MUST_CONTAIN: ['Rivian R1T', '2023']
MUST_NOT_CONTAIN: ['owned a Tesla Model 3 in 2020']",,,
adv_recursive_supersession_40,recursive_supersession,"SETUP_FACTS:
  - Employee worked in the New York office until 2021.
MUTATIONS:
  - ('supersede', 'employee location New York', 'Employee transferred to the London office in 2022 for a project.')
  - ('supersede', 'employee location London', 'Employee returned to the New York office in 2024 after project completion.')
FINAL_QUERY: Where is the employee currently based?
MUST_CONTAIN: ['New York']
MUST_NOT_CONTAIN: ['London']",,,
adv_paraphrase_supersession_24,paraphrase_supersession,"SETUP_FACTS:
  - User holds a PhD in quantum physics from MIT.
  - User enjoys scuba diving in the Caribbean.
MUTATIONS:
  - ('supersede', 'user academic background', 'User transitioned from academia to professional poker, leveraging probability skills.')
FINAL_QUERY: What is the user's current profession?
MUST_CONTAIN: ['poker', 'probability']
MUST_NOT_CONTAIN: ['quantum physics', 'MIT']",,,
adv_paraphrase_supersession_16,paraphrase_supersession,"SETUP_FACTS:
  - User's favorite book is 'War and Peace'.
  - User runs a popular cooking blog.
MUTATIONS:
  - ('supersede', 'user literary preference', 'User now exclusively reads contemporary science fiction novels.')
FINAL_QUERY: What kind of books does the user prefer now?
MUST_CONTAIN: ['science fiction', 'contemporary']
MUST_NOT_CONTAIN: ['War and Peace', 'favorite book']",,,
adv_identifier_obfuscation_03,identifier_obfuscation,"SETUP_FACTS:
  - Patient phone on file: +1-415-555-0123.
  - Patient phone alternate format: 415-555-0123 (no country code).
  - Clinic moved to a new address last month.
MUTATIONS:
  - ('purge', 'phone 415-555-0123')
FINAL_QUERY: What is the patient's phone number?
MUST_CONTAIN: []
MUST_NOT_CONTAIN: ['+1-415-555-0123', '415-555-0123 (no country code)']",,,
adv_temporal_qualifier_31,temporal_qualifier,"SETUP_FACTS:
  - Henry was a consultant at McKinsey from 2017 to 2019.
  - Henry volunteers at animal shelters.
MUTATIONS:
  - ('supersede', 'Henry job McKinsey consultant', 'Henry joined Bain & Company in 2019.')
  - ('supersede', 'Henry job Bain consultant', 'Henry moved to Boston Consulting Group in 2021.')
FINAL_QUERY: Where does Henry currently work?
MUST_CONTAIN: ['Boston Consulting Group', '2021']
MUST_NOT_CONTAIN: ['McKinsey', 'Bain']",,,
adv_temporal_qualifier_23,temporal_qualifier,"SETUP_FACTS:
  - Grace worked at Netflix from 2016 to 2020.
  - Grace is an amateur photographer.
MUTATIONS:
  - ('supersede', 'Grace employer Netflix', 'Grace joined Disney+ in 2021 as a content strategist.')
FINAL_QUERY: Where does Grace work now?
MUST_CONTAIN: ['Disney+', '2021']
MUST_NOT_CONTAIN: ['Netflix from 2016']",,,
adv_temporal_qualifier_25,temporal_qualifier,"SETUP_FACTS:
  - Bob attended Stanford University from 2016 to 2020.
  - Bob's favorite food is sushi.
MUTATIONS:
  - ('supersede', 'Bob education Stanford 2016', ""Bob pursued a master's at MIT from 2020 to 2022."")
FINAL_QUERY: What is Bob's most recent education?
MUST_CONTAIN: ['MIT', '2020 to 2022']
MUST_NOT_CONTAIN: ['Stanford University from 2016']",,,
adv_paraphrase_supersession_28,paraphrase_supersession,"SETUP_FACTS:
  - User owns a golden retriever named Max.
  - User works as a freelance graphic designer.
MUTATIONS:
  - ('supersede', 'user pet', 'User adopted a rescue cat named Luna after Max passed away.')
FINAL_QUERY: What pet does the user have?
MUST_CONTAIN: ['cat', 'Luna']
MUST_NOT_CONTAIN: ['golden retriever', 'Max']",,,
adv_substring_trap_17,substring_trap,"SETUP_FACTS:
  - Emergency contact number: 555-3344 (ask for Violet).
  - The flower arrangement in reception features violets.
  - Building maintenance occurs every Wednesday.
  - New security badges will be issued next month.
MUTATIONS:
  - ('purge', 'emergency contact number')
FINAL_QUERY: What is the emergency contact number?
MUST_CONTAIN: []
MUST_NOT_CONTAIN: ['555-3344', 'ask for Violet']",,,
adv_identifier_obfuscation_04,identifier_obfuscation,"SETUP_FACTS:
  - User token: 550e8400-e29b-41d4-a716-446655440000.
  - Same user, compact form: 550e8400e29b41d4a716446655440000.
  - Server maintenance window is Tuesdays.
MUTATIONS:
  - ('purge', 'user token 550e8400')
FINAL_QUERY: What is the user token?
MUST_CONTAIN: []
MUST_NOT_CONTAIN: ['550e8400-e29b-41d4', '550e8400e29b41d4']",,,
adv_substring_trap_12,substring_trap,"SETUP_FACTS:
  - The WiFi password is pineapple42!secure.
  - The break room has a pineapple scented candle.
  - New ergonomic chairs were delivered yesterday.
  - The fire drill was scheduled for 3 PM.
MUTATIONS:
  - ('purge', 'WiFi password')
FINAL_QUERY: What is the WiFi password?
MUST_CONTAIN: []
MUST_NOT_CONTAIN: ['pineapple42', 'pineapple42!secure']",,,

